P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data     6/09/2019  re-evaluated data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peakarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filename,position (mm),sample surface,validity,E-gain,E-offset,F-slope,F-offset,cps,MSE,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Zr,Sb,Ba,La,Ce,Pr,Nd,Sm,Yb,Hf,Ta,Pb,Bi,Mo inc,Mo coh,Dt
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000572.spe,643.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,233821,1.62,104,1679,0,350,5034,1272,3113,179021,1896,139,187,428,33762,658,359,236,474,390,5,617,3517,942,47309,2248,1029,141,0,0,30,15,149,514,17,46,166,585,159327,51795,0.381
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000573.spe,644.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,241324,1.65,121,1562,0,403,5204,1275,2566,195333,1638,12,255,256,28671,800,243,325,0,290,172,710,3313,934,47814,2455,1146,140,0,0,76,57,175,582,0,136,134,296,161202,54080,0.388
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000574.spe,645.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,251608,1.52,111,1573,0,471,6087,1353,2527,203153,1488,62,416,169,29101,819,438,0,73,154,0,894,3655,968,48560,2098,1300,124,0,56,59,0,130,635,0,85,223,369,167417,53861,0.397
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000575.spe,646.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,240148,1.54,133,1375,0,434,6031,1406,2685,194411,1684,102,231,153,29874,750,490,207,200,299,262,832,3541,1007,51261,1381,1203,114,0,0,88,0,104,633,51,67,0,391,161321,53588,0.386
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000576.spe,647.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,292773,1.87,167,1315,0,411,7141,1402,2498,354632,1188,53,207,77,25479,687,282,0,0,273,348,466,3588,586,62693,1561,2081,35,0,19,63,0,91,1304,0,0,0,372,162153,56361,0.416
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000577.spe,648.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,302396,1.81,167,1040,0,398,6578,1396,2751,378174,1450,52,119,106,25211,681,347,55,134,172,437,825,4016,816,59016,1924,2247,43,0,0,54,0,81,1400,0,0,0,562,166558,54989,0.422
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000578.spe,649.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,289694,1.54,214,1764,0,660,6785,1336,4027,212902,2459,100,173,255,42067,829,381,153,227,21,85,780,4662,1113,49398,2414,1259,159,0,42,42,0,205,613,0,19,0,434,184648,56647,0.427
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000579.spe,650.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,273773,1.65,149,1655,0,462,6713,1330,4422,167033,4159,126,129,227,40701,950,446,255,135,197,116,865,4628,1522,46099,2290,1039,95,0,42,56,0,125,269,0,220,0,352,186585,56014,0.418
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000580.spe,651.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,269035,1.55,109,1326,0,530,6811,1366,4324,156070,3009,136,327,308,48514,974,374,244,99,412,415,748,4716,1146,40054,2932,973,220,0,0,20,44,188,357,0,210,0,216,184342,54221,0.414
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000581.spe,652.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,262041,1.55,203,1424,0,476,6318,1382,4089,172805,3445,60,241,339,46688,969,575,271,291,223,150,755,4244,1390,38676,2106,1161,106,0,129,101,0,166,532,5,182,174,521,179921,53419,0.406
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000582.spe,653.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,257050,1.49,110,1657,0,397,5835,1302,4110,150906,2497,77,248,291,36684,738,415,195,385,134,322,468,4122,1392,41578,1579,810,53,0,13,62,19,168,624,0,12,0,531,182727,54396,0.405
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000583.spe,654.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,250798,1.64,130,1487,0,353,6563,1341,3704,183327,2465,144,134,214,28886,629,378,82,0,102,7,522,4052,919,42703,1418,1004,71,0,35,22,39,211,747,0,0,71,158,174892,52479,0.396
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000584.spe,655.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,266513,1.57,98,1759,0,412,6150,1344,3496,241572,2490,6,263,234,28999,833,521,117,258,0,0,777,3944,923,40894,1958,1537,50,0,99,72,24,168,719,0,108,199,500,174126,52968,0.404
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000585.spe,656.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,273222,1.65,112,1474,0,476,6311,1282,4016,212133,2694,169,194,276,40306,741,320,275,0,149,194,752,4461,1235,42399,2455,1413,208,0,0,0,34,157,654,32,0,140,558,180530,54565,0.411
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000586.spe,657.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,249641,1.55,147,1222,0,438,6011,1403,3456,167240,2536,166,198,246,38807,928,465,397,134,264,0,897,3934,1490,37236,2170,985,94,0,32,20,32,124,535,9,0,50,315,175638,51828,0.397
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000587.spe,658.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,269106,1.66,182,1161,0,552,6584,1200,4416,189065,2903,97,225,287,44085,993,344,369,302,416,112,843,4430,1441,37693,2919,1078,84,0,20,62,18,170,370,0,269,0,513,182342,53746,0.41
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000588.spe,659.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,256746,1.62,92,1579,0,434,6153,1275,3793,128963,2394,162,201,275,38108,768,319,226,375,546,75,867,4251,1271,38255,2681,810,144,0,81,47,11,333,844,0,88,42,398,184070,54577,0.407
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000589.spe,660.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,258490,1.52,118,1318,0,444,6804,1300,3737,113228,2338,126,257,296,36204,889,680,350,252,158,0,914,4303,1614,36403,2834,642,179,9,34,0,56,262,538,0,0,167,605,189258,55649,0.411
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000590.spe,661.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,243294,1.5,170,1417,0,348,6222,1357,3697,87483,2658,162,199,353,31009,739,524,143,245,333,47,820,4011,1500,32233,2331,520,251,0,61,59,42,208,693,25,0,193,539,186580,53532,0.403
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000591.spe,662.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,255464,1.59,85,932,0,334,6801,1268,3587,113694,2032,31,240,214,29345,1078,451,323,92,182,368,755,4102,1426,35268,3039,609,212,0,17,42,50,167,88,41,0,41,385,189347,54558,0.411
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000592.spe,663.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,257346,1.42,170,834,0,556,6453,1437,3753,76984,3016,136,185,238,42791,889,603,374,716,653,168,664,4200,1808,32612,3418,435,184,0,36,65,16,252,313,97,322,0,406,195291,54503,0.415
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000593.spe,664.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,263221,1.51,147,843,0,550,7295,1293,3864,115441,3558,190,234,299,46328,873,560,447,706,80,162,982,4556,1636,36019,2150,768,97,0,47,19,22,151,459,0,71,139,360,190078,54379,0.414
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000594.spe,665.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,262120,1.52,196,865,0,441,6782,1265,3893,155309,2765,193,181,276,38373,827,655,217,0,341,0,592,4396,1070,38838,2190,962,79,0,44,31,51,169,781,36,0,256,471,184184,53814,0.409
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000595.spe,666.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,255635,1.52,105,800,0,549,6651,1226,3990,102343,3413,105,234,323,51961,906,479,432,114,478,257,708,4525,1513,33664,2719,578,29,0,37,75,26,119,408,0,148,0,432,186662,52548,0.407
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000596.spe,667.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,243996,1.46,121,811,0,612,7475,1441,3985,98877,3131,31,264,316,50834,1005,682,116,143,63,80,783,4662,1488,32219,2447,701,123,0,52,73,54,136,232,19,38,69,405,180377,51494,0.396
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000597.spe,668.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,238965,1.51,178,732,0,617,7486,1318,3751,108449,3138,195,234,327,50128,902,497,307,0,434,105,886,4167,1210,35122,1677,585,91,0,49,23,20,186,434,24,0,0,444,173830,50241,0.39
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000598.spe,669.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,253885,1.48,97,769,0,578,7613,1309,4066,120519,3581,143,262,297,51625,868,463,78,0,228,112,703,4351,1413,36870,3873,697,98,0,54,0,39,166,440,21,89,222,546,180274,52419,0.402
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000599.spe,670.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,254316,1.51,138,803,0,580,6939,1169,4572,94320,3160,124,356,313,52804,1059,599,362,245,229,328,975,4652,1745,34968,2761,569,259,0,19,36,86,271,257,154,98,49,444,183544,52749,0.406
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000600.spe,671.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,257126,1.53,89,829,0,633,6966,1123,4536,102837,3056,194,284,288,51369,958,341,365,745,729,213,938,4515,1386,31101,3167,612,128,0,0,27,66,191,552,78,617,0,448,185648,54117,0.408
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000601.spe,672.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,255848,1.65,153,921,0,581,7175,1275,4602,106596,2922,95,230,401,51240,976,601,297,0,430,181,869,4129,1576,32630,2896,652,115,0,99,77,13,211,357,0,43,82,554,184093,53538,0.406
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000602.spe,673.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,253066,1.6,169,856,0,563,7046,1322,4301,104908,3392,197,304,851,57243,913,464,304,453,379,71,854,4500,1629,34858,3286,638,246,0,0,47,71,214,376,0,255,469,591,178845,52946,0.403
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000603.spe,674.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,255357,1.5,146,988,0,583,6801,1295,4453,106178,3029,185,263,431,60718,960,363,344,91,145,429,638,4291,1348,34631,2449,665,155,0,0,9,33,192,290,0,265,0,286,180876,53119,0.405
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000604.spe,675.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,250923,1.58,110,805,0,617,7132,1263,4189,109504,3293,152,248,326,52690,980,538,276,314,449,272,737,4809,1332,33688,2602,627,61,0,65,46,70,213,244,14,81,171,519,179447,52443,0.401
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000605.spe,676.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,254199,1.74,162,793,0,593,7048,1274,4223,129392,4560,141,226,339,55980,827,437,387,0,481,292,657,4214,1298,35635,2385,801,187,0,0,0,55,153,368,0,0,0,477,177868,53284,0.4
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000606.spe,677.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,252130,1.6,148,929,0,582,6811,1239,4285,109305,3417,121,276,461,53664,830,389,146,483,336,75,813,4014,1843,33202,2384,699,119,0,47,59,90,163,658,0,123,169,378,180658,52894,0.402
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000607.spe,678.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,250901,1.52,174,872,0,565,6920,1208,3601,107299,2380,175,160,338,42441,764,351,133,310,178,0,706,4064,1758,31859,2013,594,94,0,31,29,56,105,573,0,13,280,339,185319,53240,0.404
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000608.spe,679.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,251171,1.54,153,662,0,479,7268,1275,3595,92523,4503,33,152,366,41083,1008,438,212,0,246,0,816,4503,1441,31915,2672,547,61,0,84,78,32,115,191,0,0,157,677,188046,53169,0.405
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000609.spe,680.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,242065,1.5,154,791,0,459,6708,1325,3397,103155,3142,151,239,307,42919,733,490,309,130,126,110,956,4070,1338,33155,2365,667,111,0,75,14,34,195,452,0,0,87,423,180345,52670,0.396
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000610.spe,681.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,240860,1.48,158,751,0,561,6308,1392,3249,94027,2776,108,213,323,48193,893,311,230,0,261,116,790,4323,1352,33561,2134,583,103,0,61,33,17,130,280,0,233,5,536,182506,52444,0.396
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000611.spe,682.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,236431,1.4,69,524,21,608,5546,1567,3078,68055,2515,207,273,266,62786,743,415,184,0,360,153,841,5281,1514,33420,2310,298,93,0,16,0,28,131,506,0,0,132,458,181856,51397,0.393
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000612.spe,683.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,234975,1.32,151,559,0,615,5355,1539,3065,69709,2483,168,173,272,61621,849,633,202,219,298,71,708,5388,1181,29725,2816,438,78,8,55,34,21,150,264,108,0,182,591,183260,49837,0.391
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000613.spe,684.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,236244,1.36,101,769,0,461,5668,1539,2908,94578,2172,16,132,324,45165,806,626,195,453,294,86,799,4193,1218,31545,2568,554,56,0,66,95,51,179,391,112,235,128,523,183173,51627,0.392
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000614.spe,685.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,221379,1.36,118,1183,0,425,5488,1544,3507,123830,2272,138,279,226,37709,794,408,349,638,260,91,1007,3693,1209,34757,2138,812,182,0,45,6,54,195,277,0,166,180,434,167407,48880,0.376
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000615.spe,686.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,186700,1.55,126,1012,0,451,5737,1541,3013,148163,2268,64,135,257,30897,681,525,174,181,358,48,733,2822,866,30929,1864,892,71,0,30,29,20,106,369,0,100,0,343,141085,43438,0.335
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000616.spe,687.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,195914,1.6,97,690,0,352,5423,1480,2994,218964,2072,0,145,196,25612,473,341,63,269,11,86,377,2371,941,34154,891,1227,33,0,0,40,0,123,761,0,154,37,400,139881,43680,0.336
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000617.spe,688.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,210607,1.41,117,1300,0,407,5632,1415,3718,147308,2734,11,233,297,33786,651,401,200,361,231,64,844,2942,984,34045,1344,882,149,0,32,84,0,201,486,46,0,0,291,156345,48502,0.358
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000618.spe,689.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,199716,1.46,99,1548,0,361,5528,1570,3513,103731,3421,31,134,261,35393,812,485,391,425,72,0,819,2994,1456,29499,2997,612,110,0,0,61,20,199,455,53,66,178,303,156322,46416,0.354
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000619.spe,690.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,199221,1.32,95,1188,0,299,4769,1708,2935,141104,1549,29,248,288,30367,851,464,284,278,62,0,862,2883,1013,29663,3328,925,123,0,0,99,42,217,519,102,126,159,499,151546,45586,0.351
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000620.spe,691.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,183572,1.34,151,852,0,335,4319,1772,2965,150681,1940,40,116,209,31154,678,342,115,107,346,98,570,3012,1103,33778,1856,945,18,0,89,66,29,32,493,0,68,0,284,138320,43411,0.335
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000621.spe,692.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,180690,1.29,147,709,0,266,5104,1674,2790,115398,1635,55,166,221,32184,834,425,329,0,262,79,551,2933,944,34407,1186,683,43,0,21,58,35,114,164,0,191,150,448,141947,44690,0.336
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000622.spe,693.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,221947,1.51,143,610,0,336,5023,1695,2423,240142,1677,0,197,175,33087,759,372,203,15,129,384,654,3391,820,40951,1972,1437,19,0,66,73,0,93,488,83,0,30,345,150425,47306,0.361
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000623.spe,694.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,190156,1.39,94,718,0,308,4706,1722,2426,110401,2258,112,158,200,36032,924,422,327,0,341,118,767,4095,1140,33752,1717,613,11,0,67,84,23,77,0,19,0,26,393,149048,43581,0.348
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000624.spe,695.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,173417,1.31,118,437,0,330,4346,1728,2273,97434,1499,47,184,200,33317,769,244,202,104,297,314,736,3205,849,32644,1300,585,95,0,0,18,56,68,191,105,147,0,383,138643,42846,0.332
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000625.spe,696.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,209240,1.46,101,561,0,345,6362,1611,2592,116310,2188,114,204,238,41332,818,325,259,285,116,369,630,3726,1274,35130,2285,679,55,0,49,50,53,105,151,150,45,0,157,159531,48134,0.363
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000626.spe,697.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,209735,1.45,120,558,0,438,8597,1659,2640,113021,2708,95,215,298,45587,766,406,508,0,79,42,876,3755,1018,32793,1998,641,104,0,5,89,64,220,422,51,31,297,368,159837,47840,0.365
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000627.spe,698.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,210453,1.54,129,444,0,519,8297,1621,2501,108975,2369,102,213,304,50232,804,442,343,54,114,261,675,4094,972,34003,2445,623,31,0,54,60,68,96,253,39,0,0,399,157366,48034,0.364
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000628.spe,699.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,205447,1.5,134,498,0,372,5764,1511,2873,81144,2362,22,151,281,40515,903,271,162,296,316,212,745,4050,1100,30527,1777,461,38,0,109,103,0,165,134,0,19,119,436,164304,48135,0.365
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000629.spe,700.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,212538,1.47,142,462,0,372,6030,1475,2756,84937,2655,84,179,318,41604,834,450,530,298,238,89,781,4041,1198,33748,2579,561,132,0,0,19,89,196,119,0,79,155,304,165109,49335,0.37
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000630.spe,701.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,216531,1.45,151,530,7,407,6111,1456,3314,98158,2353,91,252,315,39777,876,369,316,304,461,127,870,3677,979,36061,1966,562,146,0,0,62,44,148,351,30,150,179,359,165244,50210,0.373
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000631.spe,702.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,219247,1.48,85,655,0,433,8089,1453,3117,97023,2867,37,245,323,39798,894,359,470,233,354,59,756,3428,1063,33755,3655,648,108,0,29,67,35,163,112,0,102,286,576,165687,49834,0.375
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000632.spe,703.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,220937,1.62,121,681,0,510,12259,1383,3374,89609,3356,114,349,421,41804,778,380,610,0,558,0,648,3588,1598,36160,2013,411,124,0,34,55,41,216,418,107,302,85,426,164754,51167,0.376
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000633.spe,704.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,222887,1.56,88,656,0,400,11152,1387,3358,96415,2970,171,403,315,38689,792,432,556,0,243,151,630,3633,1406,34680,1553,548,151,0,17,20,65,142,421,11,32,21,406,167351,51973,0.378
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000634.spe,705.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,225813,1.64,85,834,0,408,7836,1210,3400,84626,2280,47,392,293,38224,769,442,521,263,389,0,680,3370,1445,33991,2103,522,109,0,24,81,68,214,379,0,0,141,149,170834,51986,0.383
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000635.spe,706.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,227326,1.56,139,940,0,434,6753,1223,3172,101884,2484,99,375,313,35588,928,636,347,136,423,218,951,3295,1240,36066,1987,585,76,0,48,68,66,124,291,79,161,0,446,169379,52359,0.383
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000636.spe,707.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,227143,1.7,181,1091,0,474,6873,1234,2828,104187,3026,44,249,402,34375,897,422,151,250,292,0,1057,3499,1073,35811,2317,578,138,0,37,22,55,188,487,64,31,224,398,167879,52334,0.383
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000637.spe,708.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,234618,1.62,156,1168,0,476,7143,1226,3712,125313,2467,112,300,320,34445,1013,367,453,341,359,172,874,3342,1344,35651,2806,829,145,0,0,64,70,155,377,0,144,0,355,170536,53416,0.387
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000638.spe,709.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,226454,1.55,131,1053,0,440,7229,1157,3270,113066,2333,31,228,323,37074,1013,333,113,119,257,0,755,3408,1121,37979,2905,617,44,0,50,102,107,114,262,76,148,245,521,164752,51716,0.38
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000639.spe,710.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,229659,1.73,185,976,0,511,8003,1203,3202,124111,1997,186,361,365,37451,574,385,187,0,318,7,582,3399,1438,36375,1827,770,121,0,0,4,59,195,631,0,0,11,222,167121,51933,0.382
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000640.spe,711.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,230368,1.72,105,801,0,506,8524,1177,3517,138811,1629,60,615,257,38195,827,376,427,468,433,290,560,3243,1066,39137,1931,852,101,0,56,89,0,124,158,0,0,0,397,162064,50703,0.38
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000641.spe,712.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,231998,1.84,110,1188,0,424,7375,1264,3533,146797,1954,109,677,274,33839,772,347,612,209,325,21,546,3162,954,39176,1702,901,158,0,8,69,63,224,430,0,0,0,261,162695,52016,0.382
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000642.spe,713.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,237936,1.73,182,1280,0,443,6740,1227,3211,165242,4197,0,615,283,32912,673,330,410,51,31,60,696,3228,1193,39429,1467,1083,71,0,178,189,65,228,802,0,58,134,236,165663,52248,0.385
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000643.spe,714.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,232884,1.72,152,1493,0,417,6457,1247,3933,128404,2242,85,467,282,33123,628,394,50,1010,157,431,863,3353,1629,36119,3350,763,121,0,68,56,33,277,889,51,317,62,483,168573,52759,0.386
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000644.spe,715.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,230283,1.69,178,1239,0,423,6297,1324,3390,162521,1701,20,214,296,33221,767,440,342,498,35,0,675,2987,1099,37072,2879,942,127,0,50,84,26,211,688,63,144,171,411,162242,51391,0.38
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000645.spe,716.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,231448,1.64,115,1276,0,467,6555,1290,3655,116888,1543,96,234,301,34935,874,422,287,273,460,138,842,3424,1526,35653,2410,708,172,0,0,110,92,180,346,31,0,79,332,170843,52494,0.385
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000646.spe,717.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,236606,1.52,106,1041,0,705,7174,1377,2796,136942,1698,172,180,337,36556,914,224,149,252,188,0,602,3949,1219,36155,1833,818,31,0,47,40,14,120,607,27,314,178,351,171085,51260,0.386
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000647.spe,718.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,234285,1.63,83,1172,0,808,6571,1297,3301,138434,1991,176,266,254,37604,923,408,46,0,216,0,753,3903,1143,38306,1910,865,128,0,22,38,52,177,351,0,9,480,523,167621,51671,0.385
