P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data     6/09/2019  re-evaluated data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
peakarea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
filename,position (mm),sample surface,validity,E-gain,E-offset,F-slope,F-offset,cps,MSE,Al,Si,P,S,Cl,Ar,K,Ca,Ti,V,Cr,Mn,Fe,Ni,Cu,Zn,Ga,Ge,As,Se,Br,Rb,Sr,Zr,Sb,Ba,La,Ce,Pr,Nd,Sm,Yb,Hf,Ta,Pb,Bi,Mo inc,Mo coh,Dt
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000379.spe,450.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,475636,2.07,109,6,102,597,8654,843,713,2517,279,23,50,225,11149,1553,505,33,0,365,727,1118,13032,0,1575,584,0,0,0,60,40,39,52,0,0,335,194,870,349070,53411,0.592
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000380.spe,451.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,441819,1.98,200,90,93,620,7456,920,913,2662,268,19,106,262,19585,1658,505,0,0,422,392,1184,14393,0,1765,543,0,83,30,0,42,72,170,0,45,455,160,966,333181,52112,0.57
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000381.spe,452.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,413474,1.68,116,170,93,660,7791,941,1215,3185,542,147,122,249,23081,1452,629,48,23,292,563,1121,16826,507,1692,781,34,45,12,0,6,54,89,30,70,451,65,835,316554,50503,0.55
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000382.spe,453.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,413476,1.59,96,131,62,623,7361,961,1184,3226,830,40,100,241,22789,1409,522,41,0,525,95,971,19016,670,2035,699,0,36,16,47,19,73,74,0,68,334,630,991,314861,50605,0.551
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000383.spe,454.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,435101,1.54,127,175,161,621,7625,804,1271,3026,1054,112,123,269,23409,1427,682,11,0,645,596,1372,17542,736,2144,976,0,27,19,0,0,58,80,7,89,161,24,863,324127,53233,0.566
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000384.spe,455.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,430966,1.46,117,191,101,633,7656,880,1243,2865,764,109,118,286,21567,1504,430,0,0,153,569,1131,17258,412,2050,1255,47,16,38,24,9,21,13,54,57,289,126,937,321967,53087,0.563
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000385.spe,456.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,437551,1.48,144,237,111,644,7587,838,1303,3056,944,156,122,230,25987,1492,515,54,192,597,425,1109,18104,780,1950,1260,37,0,0,26,0,75,40,7,0,429,293,996,322668,52352,0.566
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000386.spe,457.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,437595,1.38,171,191,151,600,7598,883,1439,3235,1194,123,93,271,26054,1654,452,0,144,423,87,1225,19957,458,1913,1175,0,37,0,0,82,94,167,0,98,435,464,886,320150,52555,0.566
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000387.spe,458.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,432863,1.4,145,196,101,523,7522,807,1600,3189,1265,53,87,251,28376,1605,424,33,109,532,54,1121,20479,760,2044,1079,0,32,10,0,24,77,118,0,116,429,359,1037,317826,53296,0.563
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000388.spe,459.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,424212,1.36,192,214,38,554,6994,861,1432,2887,1244,183,150,265,28667,1454,500,94,143,537,228,1055,19341,663,2359,1730,7,0,12,17,9,20,75,0,91,245,354,872,315991,53135,0.558
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000389.spe,460.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,419931,1.36,107,161,97,501,7407,852,1646,3082,1336,89,123,299,27380,1403,559,27,0,242,208,1111,18628,1129,2051,1342,20,0,0,48,66,35,85,101,40,240,342,760,313435,53575,0.556
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000390.spe,461.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,419371,1.34,218,187,133,512,6761,843,1307,2740,987,52,161,256,23410,1518,506,7,0,177,199,1160,18800,730,2065,1270,8,71,0,0,17,68,108,0,64,283,346,801,316940,53422,0.555
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000391.spe,462.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,424673,1.41,195,195,108,470,7462,827,1383,2927,1125,48,113,275,26143,1429,614,61,0,516,332,1080,19278,847,2391,1323,0,0,9,0,17,66,164,0,0,172,221,957,315185,53559,0.557
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000392.spe,463.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,416257,1.3,123,137,132,457,7310,737,1505,2879,1094,67,206,228,26824,1409,502,21,155,80,113,1299,20487,1171,1950,972,31,13,0,36,67,51,128,0,53,444,416,1030,311758,52767,0.552
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000393.spe,464.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,401451,1.23,130,180,115,451,7141,870,1428,2786,1013,63,142,264,25295,1522,477,151,190,428,464,1278,18984,701,1952,1136,27,14,0,0,40,77,60,0,131,353,96,797,305694,52066,0.543
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000394.spe,465.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,388386,1.17,83,150,87,429,6979,868,1325,2762,1055,69,117,268,24468,1362,558,113,238,456,147,1294,17869,1091,2180,1831,0,64,0,23,51,73,75,0,40,451,375,878,301408,53182,0.535
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000395.spe,466.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,389044,1.41,123,231,83,579,7306,873,1619,2883,1120,49,111,280,29005,1572,641,92,0,402,19,1012,17050,1508,2167,1573,40,81,0,0,56,57,72,0,107,0,334,1007,299885,53606,0.535
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000396.spe,467.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,387755,1.29,179,225,170,482,7262,884,1610,2892,1027,141,126,263,30417,1294,562,55,0,70,0,1027,16199,1074,2174,2117,0,82,0,0,42,93,108,36,69,99,459,716,299216,54069,0.533
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000397.spe,468.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,390916,1.27,128,257,95,497,7590,775,1763,3151,1449,68,163,342,30263,1383,525,97,125,266,243,1154,15709,1348,2223,2471,0,63,0,25,38,17,150,35,89,518,286,595,298522,53581,0.535
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000398.spe,469.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,387365,1.26,199,348,153,622,7759,866,2385,3219,1664,188,121,250,31747,1577,559,147,0,531,276,964,15009,1226,2021,2748,32,97,0,0,20,44,21,0,0,215,326,763,295502,54514,0.532
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000399.spe,470.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,384604,1.25,145,413,82,595,8143,853,1940,3092,1351,135,108,278,31875,1472,639,230,0,469,484,1281,15072,1189,2386,2363,0,53,0,0,7,103,128,0,0,105,241,699,289755,54485,0.529
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000400.spe,471.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,378185,1.28,163,354,144,551,8141,928,1729,3231,1387,76,147,296,33886,1529,619,220,0,233,0,1122,15532,1326,2234,2468,35,0,0,77,39,34,102,0,0,128,303,842,286392,54046,0.524
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000401.spe,472.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,373835,1.22,108,280,92,627,7607,872,1850,3057,1166,61,175,319,34931,1430,523,181,0,451,442,1089,14534,1356,2096,2487,13,62,0,7,61,98,127,0,0,720,132,827,285633,54046,0.521
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000402.spe,473.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,373249,1.2,172,276,162,632,7543,930,1469,3015,922,135,143,254,30679,1419,548,106,0,531,173,1133,14791,1255,2128,1843,0,28,0,0,8,93,84,0,23,573,205,687,289050,54502,0.521
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000403.spe,474.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,379952,1.34,164,419,136,631,7853,852,1616,3117,969,157,85,208,32645,1545,490,10,0,339,220,1425,14144,1343,2231,1920,21,93,0,65,73,72,60,0,43,229,254,922,292070,54229,0.526
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000404.spe,475.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,370165,1.27,162,306,109,620,7549,879,1519,2923,1095,216,202,247,35857,1296,659,103,0,576,42,1154,13534,1149,2052,1306,0,0,0,38,0,72,205,94,0,34,474,699,287212,53804,0.519
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000405.spe,476.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,373909,1.28,225,313,157,557,6933,898,1618,2927,975,171,170,359,40321,1537,445,0,139,247,162,974,13729,927,2189,2447,0,57,27,28,42,117,124,0,27,491,314,838,287507,54235,0.523
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000406.spe,477.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,382363,1.22,172,349,140,603,7000,791,1414,2737,981,184,96,292,39878,1393,536,38,0,442,0,1117,13708,1127,2136,2436,20,0,33,55,15,61,113,0,0,183,560,894,289576,54655,0.529
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000407.spe,478.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,398357,1.27,152,333,155,688,7919,904,1710,3194,1304,141,159,302,32971,1396,679,150,37,555,277,1442,14854,1308,2493,1633,34,25,35,67,71,58,149,72,0,103,214,893,294949,55599,0.539
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000408.spe,479.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,406825,1.27,175,331,87,649,8229,853,1834,3086,991,142,190,193,28426,1477,673,13,0,274,250,1183,14734,1076,2278,2335,0,0,0,72,64,64,131,0,0,0,216,908,302460,55668,0.544
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000409.spe,480.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,408810,1.3,124,209,111,680,7877,857,1440,3074,1112,196,80,348,37116,1355,540,17,305,366,432,1126,14218,1050,1936,2199,0,0,0,49,41,53,120,56,0,383,422,846,303955,54966,0.545
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000410.spe,481.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,405658,1.36,147,277,104,695,8385,803,1936,3339,1077,189,232,277,34720,1475,502,59,0,523,475,1179,14406,1197,2432,1271,21,104,42,107,27,88,148,33,0,481,141,965,303867,55064,0.542
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000411.spe,482.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,385905,1.29,147,485,153,645,8762,866,2112,3361,1295,208,143,335,34164,1293,860,134,0,155,294,1244,13774,783,1880,1743,19,59,15,76,0,68,122,15,0,0,230,710,293079,53183,0.529
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000412.spe,483.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,364942,1.22,111,592,84,669,8199,1012,2721,3525,1583,255,120,296,33095,1457,601,206,189,335,104,1228,13230,1234,2277,2612,11,111,9,32,37,124,204,49,164,364,415,943,283679,53023,0.514
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000413.spe,484.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,362392,1.21,159,629,153,590,7790,900,2195,3185,1595,179,239,299,36532,1357,486,206,260,278,275,1220,12763,1391,2146,2601,0,27,61,9,0,79,193,0,0,541,91,724,280808,54485,0.513
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000414.spe,485.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,362356,1.3,148,440,146,684,7976,998,2175,3005,2341,93,215,288,34718,1290,492,84,349,382,71,1110,13394,1610,2184,2457,28,44,28,73,0,82,136,197,60,348,373,839,280983,55530,0.513
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000415.spe,486.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,367961,1.19,128,361,125,522,8514,908,2226,3645,1895,110,145,302,37166,1353,577,91,180,417,0,1289,14472,1502,2178,2889,22,48,0,53,20,53,134,0,0,180,464,842,279423,55400,0.516
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000416.spe,487.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,360961,1.23,193,526,112,527,7483,918,2372,3367,2800,77,209,330,35709,1435,467,0,0,247,0,1007,13521,1561,2566,2180,0,63,5,21,52,99,109,22,92,297,353,905,279184,55639,0.513
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000417.spe,488.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,359201,1.26,167,461,132,606,8075,884,2441,3312,1978,175,251,393,34603,1302,604,164,0,314,95,987,13635,1473,2260,2196,8,128,0,6,43,146,247,245,42,107,234,597,278290,54517,0.511
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000418.spe,489.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,359524,1.29,200,423,93,556,8264,968,2446,4125,2092,125,130,413,35986,1380,557,202,277,512,0,1049,12759,1932,2476,1845,17,73,0,115,74,124,139,88,0,146,685,852,280525,55594,0.512
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000419.spe,490.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,363031,1.3,95,536,125,618,8262,898,2132,3144,1681,66,149,476,35620,1394,689,180,80,506,0,1114,12101,1691,2249,2605,0,33,11,61,6,42,138,0,0,237,326,672,278726,56070,0.514
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000420.spe,491.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,357049,1.22,104,568,114,583,8154,1000,2606,3599,1741,141,160,347,32002,1428,459,254,627,329,0,982,12484,1653,2339,1658,31,29,0,71,24,67,231,9,19,259,331,744,280078,55983,0.511
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000421.spe,492.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,362955,1.21,146,614,177,572,7901,1015,2775,3216,1917,108,172,396,36372,1478,345,221,651,524,162,986,12071,1398,2197,2060,0,85,0,48,38,41,205,120,38,645,247,699,283758,57126,0.515
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000422.spe,493.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,379597,1.29,106,510,139,589,8311,963,2779,3571,3231,45,432,328,34333,1343,632,46,0,180,0,1028,13472,1591,2335,2311,0,171,0,6,92,139,190,227,0,288,271,604,286974,56585,0.527
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000423.spe,494.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,384136,1.27,93,552,97,601,8478,1001,2183,3577,1633,148,209,323,34205,1402,878,195,0,617,0,1115,14056,1879,2244,1795,0,94,9,52,46,123,192,156,59,42,567,676,290740,56374,0.529
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000424.spe,495.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,379888,1.29,153,444,128,560,8293,1039,2219,3033,1951,137,211,227,31551,1456,813,291,216,372,190,1281,13956,1487,2258,2628,33,126,0,15,0,72,179,31,0,517,34,796,289624,55952,0.526
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000425.spe,496.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,367223,1.33,113,445,76,588,8109,1112,2269,3323,1748,245,265,337,35709,1377,611,150,117,385,0,843,13244,1637,2269,2020,0,122,11,11,5,137,203,34,66,455,315,556,285634,55359,0.517
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000426.spe,497.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,359401,1.33,91,533,128,596,7793,1058,2213,3500,2107,215,192,302,31962,1072,413,63,537,247,98,755,12899,1327,1772,1575,0,49,0,70,0,64,160,235,0,593,191,560,282322,56001,0.512
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000427.spe,498.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,356296,1.34,181,497,102,556,8283,1057,2057,3818,1536,107,158,281,33488,1315,545,244,300,469,191,1140,12888,1549,2192,2756,0,24,0,98,37,60,130,272,138,466,112,816,279673,55530,0.509
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000428.spe,499.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,350267,1.29,148,453,126,609,8629,1054,2137,3263,1651,123,178,315,39542,1192,479,126,295,313,98,1051,12913,1324,2059,1890,41,58,47,84,66,105,148,259,78,413,254,814,274432,54623,0.502
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000429.spe,500.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,336193,1.33,161,618,177,636,8416,1080,2292,3271,1673,264,253,277,32829,1298,554,190,0,527,31,1215,12185,966,1790,2283,21,143,45,7,0,82,173,137,144,274,263,746,265410,54433,0.493
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000430.spe,501.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,330772,1.25,135,615,104,568,8321,1039,2038,3273,1417,200,108,308,29884,1196,587,62,576,420,0,994,10076,1118,1993,2393,0,162,0,6,8,107,143,407,38,493,161,657,266665,55897,0.491
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000431.spe,502.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,329382,1.24,154,660,88,576,7944,1056,2523,3138,1222,112,209,198,32308,1283,574,168,0,356,0,909,10363,1056,1932,2279,23,157,28,0,0,47,124,210,0,0,69,652,270316,55472,0.489
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000432.spe,503.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,325747,1.26,125,579,150,524,8014,1072,1819,3255,1821,114,129,244,32874,1230,603,168,754,622,258,1238,11071,1242,1891,1512,0,90,0,0,25,106,155,211,0,333,27,920,267147,53146,0.486
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000433.spe,504.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,312077,1.33,94,451,124,594,8174,1093,1904,3148,1135,52,100,235,27929,1225,625,86,942,293,20,1103,9738,822,1704,1841,0,105,36,80,51,76,151,80,0,570,215,1000,259320,52844,0.477
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000434.spe,505.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,312335,1.38,100,589,137,599,8483,1047,1978,3355,1281,171,193,680,33873,1082,458,200,610,724,253,1267,8983,687,1628,2298,39,98,63,0,17,112,230,525,71,692,7,906,255133,53854,0.476
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000435.spe,506.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,310418,1.31,156,600,128,597,7713,1015,1784,2897,1077,205,115,299,30968,1349,440,337,0,847,249,1155,9143,1270,2020,1727,0,81,25,48,32,118,188,58,0,447,0,946,255658,54749,0.476
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000436.spe,507.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,314734,1.24,135,357,158,572,7801,1076,1762,3398,1098,204,191,309,34084,1169,756,23,82,719,186,1169,10517,835,1776,1667,5,50,0,54,52,69,135,216,0,270,17,585,255069,52437,0.478
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000437.spe,508.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,302988,1.25,153,429,187,611,8384,1015,2295,3502,1271,96,133,290,31163,1384,767,238,535,352,133,925,9566,1254,1776,2930,0,114,0,0,88,168,137,18,198,453,186,575,248131,52390,0.469
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000438.spe,509.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,316554,1.29,149,502,150,608,7943,1064,2396,3591,1402,169,116,296,32505,1252,663,207,295,541,29,892,9844,1281,2013,2125,0,124,14,0,21,65,291,74,0,191,398,471,254948,54079,0.48
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000439.spe,510.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,320648,1.35,126,465,148,611,7995,1048,2171,3720,2071,141,239,281,37122,1367,526,105,104,348,46,1217,10068,1237,1938,1635,15,112,6,0,71,90,272,213,0,190,297,726,256271,53369,0.483
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000440.spe,511.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,317280,1.27,182,594,140,529,8181,1052,2537,4721,2256,157,309,368,35745,1337,708,62,0,384,229,913,9495,1356,3574,2080,0,98,21,88,0,109,227,194,0,7,0,543,255087,54972,0.48
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000441.spe,512.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,315534,1.38,129,458,86,537,7973,1036,2756,4622,2733,66,207,328,34613,1585,309,302,1029,350,0,1060,9706,1471,2594,1079,0,81,0,72,36,80,179,0,38,666,362,771,253241,54048,0.478
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000442.spe,513.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,311410,1.45,122,610,120,539,7889,1012,2012,4803,1794,121,192,314,31064,1110,625,52,0,258,188,854,8911,1272,2641,2308,12,51,0,19,27,75,178,571,0,278,0,691,253154,53919,0.477
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000443.spe,514.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,321366,1.31,150,539,134,548,7648,1014,1944,6714,1599,139,166,259,36650,1256,670,221,0,460,281,1169,10627,1392,3179,2369,31,53,0,60,14,114,102,530,0,0,0,846,257865,54642,0.483
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000444.spe,515.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,321847,1.35,165,573,108,601,8005,1062,1921,11290,1395,51,128,322,40747,1241,681,50,162,300,0,764,10461,1311,5574,1893,43,0,0,120,189,14,174,155,0,0,384,675,258534,53855,0.48
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000445.spe,516.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,310476,1.44,103,504,81,629,8113,1145,2303,21133,1483,219,215,250,46232,1045,597,126,269,188,62,1030,9468,1247,8215,2181,96,53,0,42,68,81,129,277,0,0,16,729,245216,53892,0.47
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000446.spe,517.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,303368,1.44,161,649,39,609,7729,1086,2030,27723,1379,88,128,297,36622,1148,536,125,1081,407,134,1141,8850,1127,10187,1743,100,4,0,86,58,79,188,262,23,912,146,595,243411,52733,0.464
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000447.spe,518.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,310471,1.25,145,491,78,706,8877,1046,2234,51837,3870,115,92,361,37669,1166,409,107,559,518,10,1008,8665,647,14565,2130,312,0,0,91,48,21,124,360,203,302,254,684,235766,54365,0.467
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000448.spe,519.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,322723,1.36,165,402,110,672,8631,1091,2265,52212,1702,297,187,461,42927,1137,638,23,60,243,268,917,9071,1226,15684,2130,304,80,0,0,7,117,202,200,0,0,0,411,244772,56542,0.475
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000449.spe,520.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,330737,1.34,89,433,54,695,8560,1212,2764,48457,1523,142,196,321,39120,1237,529,156,534,412,59,890,9717,1054,16833,1901,285,40,0,26,47,97,136,185,0,536,147,613,251988,57014,0.481
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000450.spe,521.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,330437,1.32,112,896,0,771,11249,1087,3255,78849,2112,97,224,312,38163,1273,630,284,0,509,0,1070,8655,1003,21088,1792,514,37,0,89,84,39,194,178,0,183,358,624,239230,56518,0.476
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000451.spe,522.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,266954,1.44,204,944,11,673,8082,1277,2481,46968,1614,90,143,245,31013,1135,537,393,143,403,217,960,6326,729,26952,1949,278,0,0,74,99,26,76,200,14,0,146,735,211248,54130,0.429
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000452.spe,523.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,276278,1.46,159,1132,90,809,8301,1142,2710,55394,1683,161,209,258,35124,1055,475,257,0,223,0,832,6322,1334,23797,3063,364,120,4,23,0,89,167,184,74,0,62,263,213068,54492,0.434
P:\carob\llr\Data\2019\2019rc0086 N. Forster\TIN2_XRF\XRF data\L000453.spe,524.15,NaN,1,0.010509,-0.018814,0.009112,0.078997,269253,1.52,208,1169,38,726,8087,1288,3084,65838,2050,141,215,315,37594,884,553,22,634,659,263,799,6603,1038,22938,1359,396,81,0,47,102,75,77,686,37,464,212,874,205705,53347,0.426
